id,title,current_primary_industry,proposed_primary_industry,current_secondary_industries,proposed_secondary_industries,current_requirements,proposed_requirements,confidence,SOC_code_used,onet_occupation_title,onet_job_zone,flagged_industry_mismatch,mismatch_tier,flagged_templated_requirements,dup_shared_count,phase1_keyword_expected,requirements_rewrite_shared_by,requirements_rewrite_career_specific,notes,created_at
7dc268ca-9557-463c-899f-553211fcb40d,Community Development Officer,Gaming & Esports,Healthcare & Medicine,"Tech & Engineering,Marketing & Communications,Architecture & Urban Planning","Gaming & Esports,Tech & Engineering,Marketing & Communications,Architecture & Urban Planning","A bachelor's degree in social work, public administration, or related field is often preferred; community engagement experience and strong communication skills are essential.","O*NET classifies this work under Community Health Workers (SOC 21-1094.00), Job Zone 4 — Considerable Preparation Needed. Most of these occupations require a four-year bachelor's degree, but some do not. Survey respondents reported: Bachelor's degree required for some jobs; Associate's degree required for some jobs; Master's degree required for some jobs. A considerable amount of work-related skill, knowledge, or experience is needed for these occupations. For example, an accountant must complete four years of college and work for several years in accounting to be considered qualified. O*NET SVP range 7.0 to 8.0.",MEDIUM,21-1094.00,Community Health Workers,4,no,,yes,10,,22,no,"O*NET-only signal (row came from the templated-requirements set, no keyword cross-check); demoted current primary ""Gaming & Esports"" to secondary rather than discarding it; rewrite would be identical on 22 careers sharing SOC 21-1094.00 — still templated, needs per-career wording",2026-04-22T02:52:34.465719+00:00
8ee0d85a-a9d0-47d8-a5fe-a4aff7c6c649,Community Development Director,Gaming & Esports,Social Impact & Nonprofit,"Tech & Engineering,Marketing & Communications,Architecture & Urban Planning","Gaming & Esports,Tech & Engineering,Marketing & Communications,Architecture & Urban Planning","Bachelor's degree in social work, public administration, or related field preferred; certifications in nonprofit management or community organizing are valuable but not always required.","O*NET classifies this work under Social and Community Service Managers (SOC 11-9151.00), Job Zone 4 — Considerable Preparation Needed. Most of these occupations require a four-year bachelor's degree, but some do not. Survey respondents reported: Bachelor's degree required 24% </. A considerable amount of work-related skill, knowledge, or experience is needed for these occupations. For example, an accountant must complete four years of college and work for several years in accounting to be considered qualified. O*NET SVP range 7.0 to 8.0.",MEDIUM,11-9151.00,Social and Community Service Managers,4,no,,yes,10,,15,no,"O*NET-only signal (row came from the templated-requirements set, no keyword cross-check); demoted current primary ""Gaming & Esports"" to secondary rather than discarding it; rewrite would be identical on 15 careers sharing SOC 11-9151.00 — still templated, needs per-career wording",2026-04-22T02:52:30.47108+00:00
cc2c4187-ee11-4a76-a815-6fb3ba9b4268,Homeless Services Director,Gaming & Esports,,"Tech & Engineering,Marketing & Communications,Science & Research",,"A bachelor's degree in social work, public administration, or related field is often preferred; relevant certifications in nonprofit management or case management strengthen candidacy.",,LOW,,,,no,,yes,10,,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-04-22T02:52:33.86077+00:00
e400803e-3b75-4949-af50-6601f3327b18,Program Coordinator (Social Services),Social Impact & Nonprofit,,"Education & Coaching,Law & Government",,"A bachelor's degree in social work, public administration, or related field is often preferred; some organizations hire with relevant experience and certifications like CPR or program management training.","O*NET classifies this work under Social and Community Service Managers (SOC 11-9151.00), Job Zone 4 — Considerable Preparation Needed. Most of these occupations require a four-year bachelor's degree, but some do not. Survey respondents reported: Bachelor's degree required 24% </. A considerable amount of work-related skill, knowledge, or experience is needed for these occupations. For example, an accountant must complete four years of college and work for several years in accounting to be considered qualified. O*NET SVP range 7.0 to 8.0.",NO CHANGE,11-9151.00,Social and Community Service Managers,4,no,,yes,10,,15,no,"O*NET (Social Impact & Nonprofit) matches current primary — Phase 1 keyword flag looks like a false positive; rewrite would be identical on 15 careers sharing SOC 11-9151.00 — still templated, needs per-career wording",2026-05-16T01:59:52.003341+00:00
413869b1-36a0-4581-bb91-153c27fab860,Security Operations Center (SOC) Analyst,Tech & Engineering,Cybersecurity,"Law & Government,Business & Finance","Tech & Engineering,Law & Government,Business & Finance",High school diploma or associate degree preferred; certifications like CompTIA Security+ or Certified Ethical Hacker (CEH) strongly valued for entry-level positions.,"O*NET classifies this work under Information Security Analysts (SOC 15-1212.00), Job Zone 4 — Considerable Preparation Needed. Most of these occupations require a four-year bachelor's degree, but some do not. Survey respondents reported: Bachelor's degree required 23% </. A considerable amount of work-related skill, knowledge, or experience is needed for these occupations. For example, an accountant must complete four years of college and work for several years in accounting to be considered qualified. O*NET SVP range 7.0 to 8.0.",MEDIUM,15-1212.00,Information Security Analysts,4,no,,yes,10,,17,no,"O*NET-only signal (row came from the templated-requirements set, no keyword cross-check); demoted current primary ""Tech & Engineering"" to secondary rather than discarding it; rewrite would be identical on 17 careers sharing SOC 15-1212.00 — still templated, needs per-career wording",2026-05-03T01:52:31.009599+00:00
739ccd5b-84c2-4320-8297-341ee9f466af,Corporate Event Planner,Hospitality & Events,,"Business & Finance,Design & Creative",,High school diploma or associate degree preferred; certifications like Certified Events Planner (CEP) or Meeting Professionals International (MPI) strengthen credentials.,"O*NET classifies this work under Meeting, Convention, and Event Planners (SOC 13-1121.00), Job Zone 4 — Considerable Preparation Needed. Most of these occupations require a four-year bachelor's degree, but some do not. Survey respondents reported: Bachelor's degree required. A considerable amount of work-related skill, knowledge, or experience is needed for these occupations. For example, an accountant must complete four years of college and work for several years in accounting to be considered qualified. O*NET SVP range 7.0 to 8.0.",NO CHANGE,13-1121.00,"Meeting, Convention, and Event Planners",4,no,,yes,10,,16,no,"O*NET (Hospitality & Events) matches current primary — Phase 1 keyword flag looks like a false positive; rewrite would be identical on 16 careers sharing SOC 13-1121.00 — still templated, needs per-career wording",2026-06-04T02:41:24.543105+00:00
7e499cfe-f577-4274-828f-7b893d9f8d2d,Meeting and Events Coordinator,Hospitality & Events,,"Business & Finance,Design & Creative",,High school diploma or associate degree preferred; certifications like CMP (Certified Meeting Professional) are advantageous but not always required for entry-level roles.,,LOW,,,,no,,yes,10,,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-06-13T02:15:29.0657+00:00
88e8ee70-e914-4db5-adee-03ec9da9b6dc,Virtual Event Producer,Hospitality & Events,,"Tech & Engineering,Media & Journalism",,High school diploma or associate degree preferred; certifications like Certified Virtual Event Specialist (CVES) or event management training programs strengthen candidacy.,,LOW,,,,no,,yes,10,,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-07-05T04:00:28.588041+00:00
c24b04d2-728a-421d-a19e-9f235d28125e,Meeting Planner (Association),Hospitality & Events,,"Business & Finance,Social Impact & Nonprofit",,High school diploma or associate degree preferred; certifications like Certified Meeting Professional (CMP) or Certified Association Executive (CAE) enhance career prospects.,,LOW,,,,no,,yes,10,,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-06-03T02:46:06.932131+00:00
f9ea254c-12b0-4d82-bf03-d22a9d91c1bf,Corporate Retreat Coordinator,Supply Chain & Operations,,"Business & Finance,Tech & Engineering,Science & Research",,High school diploma or associate degree preferred; certifications like Certified Meeting Professional (CMP) or Event Planner Certification enhance career prospects.,,LOW,,,,no,,yes,10,,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-04-22T02:52:31.845128+00:00
0330584f-59c2-497c-8411-c9c8d5c1afc5,Equity Fund Manager,Business & Finance,,"Entrepreneurship,Law & Government",,"Bachelor's degree in finance, economics, or business required; CFA (Chartered Financial Analyst) certification and series 7/63 licenses typically needed to advance.",,LOW,,,,no,,yes,9,,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-05-25T02:31:28.994983+00:00
184ca45f-fb74-4d06-b8c4-0ed0bc3df1b6,Equity Analyst (Energy Sector),Business & Finance,,"Environment & Sustainability,Tech & Engineering",,"Bachelor's degree in finance, economics, or business required; CFA (Chartered Financial Analyst) certification preferred or often needed for advancement.",,LOW,,,,no,,yes,9,,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-04-22T02:52:29.206458+00:00
493da614-e329-4041-8fec-8640138dc379,Equity Strategist (Private Equity),Business & Finance,,"Entrepreneurship,Law & Government",,"Bachelor's degree in finance, economics, or business required; CFA or MBA highly preferred; 3-5 years of financial analysis experience typically needed before entry into equity strategy roles.",,LOW,,,,no,,yes,9,,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-04-22T03:25:14.552988+00:00
5bf6d593-e483-44b4-b830-e0bb2bf84e04,Equity Research Manager,Business & Finance,,"Tech & Engineering,Law & Government",,"Bachelor's degree in finance, economics, or business required; CFA (Chartered Financial Analyst) certification preferred or required by many firms.",,LOW,,,,no,,yes,9,,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-06-23T04:02:54.493631+00:00
647841dc-1702-4444-b56e-b96a9f14caeb,Investment Banker (Tech Sector),Business & Finance,,"Tech & Engineering,Entrepreneurship",,"Bachelor's degree in finance, economics, or business required; CFA (Chartered Financial Analyst) certification and Series 7/63 licenses typically needed for advancement.",,LOW,,,,no,,yes,9,,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-06-11T02:37:26.179521+00:00
ce921085-636a-4e07-981d-73f75713f973,Equity Research Associate,Business & Finance,,"Law & Government,Tech & Engineering",,"Bachelor's degree in finance, economics, or business required; CFA certification preferred but not required for entry-level roles.","O*NET classifies this work under Financial and Investment Analysts (SOC 13-2051.00), Job Zone 4 — Considerable Preparation Needed. Most of these occupations require a four-year bachelor's degree, but some do not. A considerable amount of work-related skill, knowledge, or experience is needed for these occupations. For example, an accountant must complete four years of college and work for several years in accounting to be considered qualified. O*NET SVP range 7.0 to 8.0.",NO CHANGE,13-2051.00,Financial and Investment Analysts,4,no,,yes,9,,13,no,"O*NET (Business & Finance) matches current primary — Phase 1 keyword flag looks like a false positive; rewrite would be identical on 13 careers sharing SOC 13-2051.00 — still templated, needs per-career wording",2026-05-23T02:02:18.434641+00:00
e71551e7-b512-44c2-b0c5-017e21178a60,Investment Banker (Corporate Finance),Business & Finance,,"Law & Government,Entrepreneurship",,"Bachelor's degree in finance, economics, or business required; CFA certification and MBA highly valued for advancement.","O*NET classifies this work under Financial and Investment Analysts (SOC 13-2051.00), Job Zone 4 — Considerable Preparation Needed. Most of these occupations require a four-year bachelor's degree, but some do not. A considerable amount of work-related skill, knowledge, or experience is needed for these occupations. For example, an accountant must complete four years of college and work for several years in accounting to be considered qualified. O*NET SVP range 7.0 to 8.0.",NO CHANGE,13-2051.00,Financial and Investment Analysts,4,no,,yes,9,,13,no,"O*NET (Business & Finance) matches current primary — Phase 1 keyword flag looks like a false positive; rewrite would be identical on 13 careers sharing SOC 13-2051.00 — still templated, needs per-career wording",2026-04-24T06:30:08.258311+00:00
04965e20-a499-44cd-9b9c-7103dd8544e3,Public Health Attorney,Food & Culinary,Law & Government,"Hospitality & Events,Business & Finance,Law & Government","Food & Culinary,Hospitality & Events,Business & Finance","Bachelor's degree required, followed by law school (JD) and bar exam passage; many pursue MPH or public health certificate for specialization.","O*NET classifies this work under Lawyers (SOC 23-1011.00), Job Zone 5 — Extensive Preparation Needed. Most of these occupations require graduate school. For example, they may require a master's degree, and some require a Ph.D., M.D., or J.D. (law degree). Survey respondents reported: Doctoral degree required 23% </di. Extensive skill, knowledge, and experience are needed for these occupations. Many require more than five years of experience. For example, surgeons must complete four years of college and an additional five to seven years of specialized medical training to be able to do their job. O*NET SVP range 8.0 and above.",MEDIUM,23-1011.00,Lawyers,5,no,,yes,9,,74,no,"O*NET-only signal (row came from the templated-requirements set, no keyword cross-check); demoted current primary ""Food & Culinary"" to secondary rather than discarding it; removed proposed primary from secondaries; rewrite would be identical on 74 careers sharing SOC 23-1011.00 — still templated, needs per-career wording",2026-04-22T02:52:29.422718+00:00
4280a22e-36bf-4310-9f68-3ed7715eba4d,Trademark and Copyright Attorney,Law & Government,,"Business & Finance,Design & Creative",,"Bachelor's degree required, followed by law school (JD) and passing the bar exam in your state; specialization in intellectual property law through coursework or internships is recommended.","O*NET classifies this work under Lawyers (SOC 23-1011.00), Job Zone 5 — Extensive Preparation Needed. Most of these occupations require graduate school. For example, they may require a master's degree, and some require a Ph.D., M.D., or J.D. (law degree). Survey respondents reported: Doctoral degree required 23% </di. Extensive skill, knowledge, and experience are needed for these occupations. Many require more than five years of experience. For example, surgeons must complete four years of college and an additional five to seven years of specialized medical training to be able to do their job. O*NET SVP range 8.0 and above.",NO CHANGE,23-1011.00,Lawyers,5,no,,yes,9,,74,no,"O*NET (Law & Government) matches current primary — Phase 1 keyword flag looks like a false positive; rewrite would be identical on 74 careers sharing SOC 23-1011.00 — still templated, needs per-career wording",2026-06-12T02:34:48.990302+00:00
9de82fff-8387-4e52-8c06-0be3b8becced,Immigration Lawyer,Law & Government,,"Social Impact & Nonprofit,Business & Finance",,"Bachelor's degree required, followed by law school (JD) and passing the bar exam in your state.","O*NET classifies this work under Lawyers (SOC 23-1011.00), Job Zone 5 — Extensive Preparation Needed. Most of these occupations require graduate school. For example, they may require a master's degree, and some require a Ph.D., M.D., or J.D. (law degree). Survey respondents reported: Doctoral degree required 23% </di. Extensive skill, knowledge, and experience are needed for these occupations. Many require more than five years of experience. For example, surgeons must complete four years of college and an additional five to seven years of specialized medical training to be able to do their job. O*NET SVP range 8.0 and above.",NO CHANGE,23-1011.00,Lawyers,5,no,,yes,9,,74,no,"O*NET (Law & Government) matches current primary — Phase 1 keyword flag looks like a false positive; rewrite would be identical on 74 careers sharing SOC 23-1011.00 — still templated, needs per-career wording",2026-05-06T01:53:26.007056+00:00
b47fb459-875c-4dab-b717-96598ca3ca9c,Constitutional Law Advocate,Law & Government,,"Media & Journalism,Social Impact & Nonprofit",,"Bachelor's degree required, followed by law school (3 years) and passing the bar exam in your state; many pursue additional coursework in constitutional law.","O*NET classifies this work under Lawyers (SOC 23-1011.00), Job Zone 5 — Extensive Preparation Needed. Most of these occupations require graduate school. For example, they may require a master's degree, and some require a Ph.D., M.D., or J.D. (law degree). Survey respondents reported: Doctoral degree required 23% </di. Extensive skill, knowledge, and experience are needed for these occupations. Many require more than five years of experience. For example, surgeons must complete four years of college and an additional five to seven years of specialized medical training to be able to do their job. O*NET SVP range 8.0 and above.",NO CHANGE,23-1011.00,Lawyers,5,no,,yes,9,,74,no,"O*NET (Law & Government) matches current primary — Phase 1 keyword flag looks like a false positive; rewrite would be identical on 74 careers sharing SOC 23-1011.00 — still templated, needs per-career wording",2026-06-08T02:39:15.147257+00:00
bed6c1af-5d4f-41ab-b955-bfcb39c9d05d,Prosecutor (District Attorney),Law & Government,,"Business & Finance,Education & Coaching",,"Bachelor's degree required, followed by law school (3 years) and passing the bar exam in your state.","O*NET classifies this work under Lawyers (SOC 23-1011.00), Job Zone 5 — Extensive Preparation Needed. Most of these occupations require graduate school. For example, they may require a master's degree, and some require a Ph.D., M.D., or J.D. (law degree). Survey respondents reported: Doctoral degree required 23% </di. Extensive skill, knowledge, and experience are needed for these occupations. Many require more than five years of experience. For example, surgeons must complete four years of college and an additional five to seven years of specialized medical training to be able to do their job. O*NET SVP range 8.0 and above.",NO CHANGE,23-1011.00,Lawyers,5,no,,yes,9,,74,no,"O*NET (Law & Government) matches current primary — Phase 1 keyword flag looks like a false positive; rewrite would be identical on 74 careers sharing SOC 23-1011.00 — still templated, needs per-career wording",2026-05-02T01:50:05.004928+00:00
d0bafaa2-ffbf-4ba6-9da3-c05a7ccc38f4,Title Insurance Attorney,Law & Government,,Business & Finance,,"Bachelor's degree required, followed by law school (Juris Doctor) and passing the bar exam in your state; additional title insurance certification may be required.","O*NET classifies this work under Lawyers (SOC 23-1011.00), Job Zone 5 — Extensive Preparation Needed. Most of these occupations require graduate school. For example, they may require a master's degree, and some require a Ph.D., M.D., or J.D. (law degree). Survey respondents reported: Doctoral degree required 23% </di. Extensive skill, knowledge, and experience are needed for these occupations. Many require more than five years of experience. For example, surgeons must complete four years of college and an additional five to seven years of specialized medical training to be able to do their job. O*NET SVP range 8.0 and above.",NO CHANGE,23-1011.00,Lawyers,5,no,,yes,9,,74,no,"O*NET (Law & Government) matches current primary — Phase 1 keyword flag looks like a false positive; rewrite would be identical on 74 careers sharing SOC 23-1011.00 — still templated, needs per-career wording",2026-05-08T02:05:12.702111+00:00
d54da44c-8e89-4517-bc67-3288bb85a308,Intellectual Property (IP) Lawyer,Law & Government,,"Tech & Engineering,Business & Finance",,"Bachelor's degree required, followed by law school (JD) and passing the bar exam; many pursue additional IP certification or technical background in science/engineering.","O*NET classifies this work under Lawyers (SOC 23-1011.00), Job Zone 5 — Extensive Preparation Needed. Most of these occupations require graduate school. For example, they may require a master's degree, and some require a Ph.D., M.D., or J.D. (law degree). Survey respondents reported: Doctoral degree required 23% </di. Extensive skill, knowledge, and experience are needed for these occupations. Many require more than five years of experience. For example, surgeons must complete four years of college and an additional five to seven years of specialized medical training to be able to do their job. O*NET SVP range 8.0 and above.",NO CHANGE,23-1011.00,Lawyers,5,no,,yes,9,,74,no,"O*NET (Law & Government) matches current primary — Phase 1 keyword flag looks like a false positive; rewrite would be identical on 74 careers sharing SOC 23-1011.00 — still templated, needs per-career wording",2026-07-04T03:42:11.507473+00:00
deb63f7b-5767-4923-95a9-706196c321ae,Civil Rights Attorney,Social Impact & Nonprofit,Law & Government,"Education & Coaching,Law & Government,Science & Research","Social Impact & Nonprofit,Education & Coaching,Science & Research","Bachelor's degree required, followed by law school (3 years) and passing the bar exam in your state; many civil rights attorneys also pursue internships at nonprofits or government agencies.","O*NET classifies this work under Lawyers (SOC 23-1011.00), Job Zone 5 — Extensive Preparation Needed. Most of these occupations require graduate school. For example, they may require a master's degree, and some require a Ph.D., M.D., or J.D. (law degree). Survey respondents reported: Doctoral degree required 23% </di. Extensive skill, knowledge, and experience are needed for these occupations. Many require more than five years of experience. For example, surgeons must complete four years of college and an additional five to seven years of specialized medical training to be able to do their job. O*NET SVP range 8.0 and above.",MEDIUM,23-1011.00,Lawyers,5,no,,yes,9,,74,no,"O*NET-only signal (row came from the templated-requirements set, no keyword cross-check); demoted current primary ""Social Impact & Nonprofit"" to secondary rather than discarding it; removed proposed primary from secondaries; rewrite would be identical on 74 careers sharing SOC 23-1011.00 — still templated, needs per-career wording",2026-04-22T02:52:31.392704+00:00
e5098e13-28ed-4a64-91e6-55ef18e7147f,Arts Lawyer,Social Impact & Nonprofit,Law & Government,"Education & Coaching,Law & Government,Science & Research","Social Impact & Nonprofit,Education & Coaching,Science & Research","Bachelor's degree required, followed by law school (3 years) and passing the bar exam in your state; specialization in entertainment/arts law typically comes through internships or coursework during law school.","O*NET classifies this work under Lawyers (SOC 23-1011.00), Job Zone 5 — Extensive Preparation Needed. Most of these occupations require graduate school. For example, they may require a master's degree, and some require a Ph.D., M.D., or J.D. (law degree). Survey respondents reported: Doctoral degree required 23% </di. Extensive skill, knowledge, and experience are needed for these occupations. Many require more than five years of experience. For example, surgeons must complete four years of college and an additional five to seven years of specialized medical training to be able to do their job. O*NET SVP range 8.0 and above.",MEDIUM,23-1011.00,Lawyers,5,no,,yes,9,,74,no,"O*NET-only signal (row came from the templated-requirements set, no keyword cross-check); demoted current primary ""Social Impact & Nonprofit"" to secondary rather than discarding it; removed proposed primary from secondaries; rewrite would be identical on 74 careers sharing SOC 23-1011.00 — still templated, needs per-career wording",2026-04-22T02:52:32.086589+00:00
05d11857-6e86-4ca5-8740-63f0d234c15a,Corporate Benchmarking Analyst,Business & Finance,Marketing & Communications,"Tech & Engineering,Law & Government","Business & Finance,Tech & Engineering,Law & Government","Bachelor's degree in business, economics, or related field preferred; familiarity with data analysis tools and spreadsheet software required.","O*NET classifies this work under Market Research Analysts and Marketing Specialists (SOC 13-1161.00), Job Zone 4 — Considerable Preparation Needed. Most of these occupations require a four-year bachelor's degree, but some do not. Survey respondents reported: Bachelor's degree required 39% </. A considerable amount of work-related skill, knowledge, or experience is needed for these occupations. For example, an accountant must complete four years of college and work for several years in accounting to be considered qualified. O*NET SVP range 7.0 to 8.0.",MEDIUM,13-1161.00,Market Research Analysts and Marketing Specialists,4,no,,yes,9,,12,no,"O*NET-only signal (row came from the templated-requirements set, no keyword cross-check); demoted current primary ""Business & Finance"" to secondary rather than discarding it; rewrite would be identical on 12 careers sharing SOC 13-1161.00 — still templated, needs per-career wording",2026-06-10T02:15:47.041924+00:00
527a140a-7ad3-47f5-be16-ac5acf366f98,Venture Scale-Up Advisor,Entrepreneurship,Marketing & Communications,"Business & Finance,Tech & Engineering","Entrepreneurship,Business & Finance,Tech & Engineering","Bachelor's degree in business, economics, or related field preferred; experience working in startups, venture capital, or business development is typically required before advising.","O*NET classifies this work under Market Research Analysts and Marketing Specialists (SOC 13-1161.00), Job Zone 4 — Considerable Preparation Needed. Most of these occupations require a four-year bachelor's degree, but some do not. Survey respondents reported: Bachelor's degree required 39% </. A considerable amount of work-related skill, knowledge, or experience is needed for these occupations. For example, an accountant must complete four years of college and work for several years in accounting to be considered qualified. O*NET SVP range 7.0 to 8.0.",MEDIUM,13-1161.00,Market Research Analysts and Marketing Specialists,4,no,,yes,9,,12,no,"O*NET-only signal (row came from the templated-requirements set, no keyword cross-check); demoted current primary ""Entrepreneurship"" to secondary rather than discarding it; rewrite would be identical on 12 careers sharing SOC 13-1161.00 — still templated, needs per-career wording",2026-07-05T04:01:11.374449+00:00
617715aa-ddb5-4815-b5ad-04f8d6fcbbed,Venture Studio Operator,Entrepreneurship,Business & Finance,"Business & Finance,Tech & Engineering,Architecture & Urban Planning","Entrepreneurship,Tech & Engineering,Architecture & Urban Planning","A bachelor's degree in business, economics, or related field is preferred; strong experience in startup operations, venture capital, or entrepreneurship is typically required before becoming a studio operator.","O*NET classifies this work under Financial Managers (SOC 11-3031.00), Job Zone 4 — Considerable Preparation Needed. Most of these occupations require a four-year bachelor's degree, but some do not. Survey respondents reported: Bachelor's degree required 21% </. A considerable amount of work-related skill, knowledge, or experience is needed for these occupations. For example, an accountant must complete four years of college and work for several years in accounting to be considered qualified. O*NET SVP range 7.0 to 8.0.",MEDIUM,11-3031.00,Financial Managers,4,no,,yes,9,,3,yes,"O*NET-only signal (row came from the templated-requirements set, no keyword cross-check); demoted current primary ""Entrepreneurship"" to secondary rather than discarding it; removed proposed primary from secondaries",2026-04-22T02:52:32.271017+00:00
8d78a663-8caf-4114-8a56-54aad2ef2ee8,Consulting Practice Owner,Entrepreneurship,Business & Finance,"Business & Finance,Law & Government","Entrepreneurship,Law & Government","Bachelor's degree in business, economics, or related field preferred; MBA or consulting certification accelerates growth; 2-3 years prior business experience typically required to launch.","O*NET classifies this work under Management Analysts (SOC 13-1111.00), Job Zone 4 — Considerable Preparation Needed. Most of these occupations require a four-year bachelor's degree, but some do not. Survey respondents reported: Bachelor's degree required 24% </. A considerable amount of work-related skill, knowledge, or experience is needed for these occupations. For example, an accountant must complete four years of college and work for several years in accounting to be considered qualified. O*NET SVP range 7.0 to 8.0.",LOW,13-1111.00,Management Analysts,4,no,,yes,9,,35,no,"SOC 13-1111.00 only maps at major-group level (13) — too coarse to auto-apply; demoted current primary ""Entrepreneurship"" to secondary rather than discarding it; removed proposed primary from secondaries; rewrite would be identical on 35 careers sharing SOC 13-1111.00 — still templated, needs per-career wording",2026-05-27T02:17:16.390141+00:00
b40df460-b1e0-486a-9fc4-1a1722aa4cd2,Trade Compliance Specialist,Business & Finance,Law & Government,"Law & Government,Entrepreneurship","Business & Finance,Entrepreneurship","A bachelor's degree in business, economics, or related field is preferred; certification through programs like the Certified Customs Specialist (CCS) or customs broker license can accelerate career growth.","O*NET classifies this work under Regulatory Affairs Specialists (SOC 13-1041.07), Job Zone 4 — Considerable Preparation Needed. Most of these occupations require a four-year bachelor's degree, but some do not. Survey respondents reported: Bachelor's degree required 10% </. A considerable amount of work-related skill, knowledge, or experience is needed for these occupations. For example, an accountant must complete four years of college and work for several years in accounting to be considered qualified. O*NET SVP range 7.0 to 8.0.",MEDIUM,13-1041.07,Regulatory Affairs Specialists,4,no,,yes,9,,11,no,"O*NET-only signal (row came from the templated-requirements set, no keyword cross-check); demoted current primary ""Business & Finance"" to secondary rather than discarding it; removed proposed primary from secondaries; rewrite would be identical on 11 careers sharing SOC 13-1041.07 — still templated, needs per-career wording",2026-05-19T02:12:10.692117+00:00
b978845b-c0ae-4e03-a3a0-cb5c926a8802,Product-Market Fit Consultant,Entrepreneurship,Business & Finance,"Business & Finance,Tech & Engineering","Entrepreneurship,Tech & Engineering","Bachelor's degree in business, economics, or related field preferred; startup experience and knowledge of market research methodologies are valuable.","O*NET classifies this work under Management Analysts (SOC 13-1111.00), Job Zone 4 — Considerable Preparation Needed. Most of these occupations require a four-year bachelor's degree, but some do not. Survey respondents reported: Bachelor's degree required 24% </. A considerable amount of work-related skill, knowledge, or experience is needed for these occupations. For example, an accountant must complete four years of college and work for several years in accounting to be considered qualified. O*NET SVP range 7.0 to 8.0.",LOW,13-1111.00,Management Analysts,4,no,,yes,9,,35,no,"SOC 13-1111.00 only maps at major-group level (13) — too coarse to auto-apply; demoted current primary ""Entrepreneurship"" to secondary rather than discarding it; removed proposed primary from secondaries; rewrite would be identical on 35 careers sharing SOC 13-1111.00 — still templated, needs per-career wording",2026-04-30T01:57:53.280133+00:00
bd040f2a-f065-4bb9-b3af-efc118d646c5,Small Business Consultant,Marketing & Communications,Business & Finance,"Business & Finance,Design & Creative","Marketing & Communications,Design & Creative","Bachelor's degree in business, economics, or related field preferred; certifications such as SCORE mentoring, Small Business Administration (SBA) training, or industry-specific credentials are advantageous but not always required.","O*NET classifies this work under Management Analysts (SOC 13-1111.00), Job Zone 4 — Considerable Preparation Needed. Most of these occupations require a four-year bachelor's degree, but some do not. Survey respondents reported: Bachelor's degree required 24% </. A considerable amount of work-related skill, knowledge, or experience is needed for these occupations. For example, an accountant must complete four years of college and work for several years in accounting to be considered qualified. O*NET SVP range 7.0 to 8.0.",LOW,13-1111.00,Management Analysts,4,no,,yes,9,,35,no,"SOC 13-1111.00 only maps at major-group level (13) — too coarse to auto-apply; demoted current primary ""Marketing & Communications"" to secondary rather than discarding it; removed proposed primary from secondaries; rewrite would be identical on 35 careers sharing SOC 13-1111.00 — still templated, needs per-career wording",2026-04-22T02:52:33.477982+00:00
d33d3e76-cae9-4295-9848-c981b2abad2f,Business Development Manager (Startups),Entrepreneurship,Business & Finance,"Tech & Engineering,Business & Finance","Entrepreneurship,Tech & Engineering","Bachelor's degree in business, economics, or related field preferred; strong communication skills and entrepreneurial experience or internships highly valued.","O*NET classifies this work under Management Analysts (SOC 13-1111.00), Job Zone 4 — Considerable Preparation Needed. Most of these occupations require a four-year bachelor's degree, but some do not. Survey respondents reported: Bachelor's degree required 24% </. A considerable amount of work-related skill, knowledge, or experience is needed for these occupations. For example, an accountant must complete four years of college and work for several years in accounting to be considered qualified. O*NET SVP range 7.0 to 8.0.",LOW,13-1111.00,Management Analysts,4,no,,yes,9,,35,no,"SOC 13-1111.00 only maps at major-group level (13) — too coarse to auto-apply; demoted current primary ""Entrepreneurship"" to secondary rather than discarding it; removed proposed primary from secondaries; rewrite would be identical on 35 careers sharing SOC 13-1111.00 — still templated, needs per-career wording",2026-06-19T02:55:14.718207+00:00
